"id","backSide","bookmarked","createdAt","difficult","difficultChangeTime","folderId","frontSide","userId"
"241","<p><strong>trochę</strong> <strong>mówię</strong> po polsku</p>","0","1670931341008","1","1671283137415","19","<p>Немного говорю по-польски</p>","3"
"339","<p>brudzić</p>","0","1670931341008","0","1670967326740","34","<p><strong>Пачкать</strong> / загрязнять</p>","3"
"527","<p><strong>since</strong></p><p>I know him <strong>since</strong> school.</p>","0","1674304834838","1","1674304834838","47","""<p><strong>с , со времени, с тех пор как</strong></p><p><em>Когда что-то происходит или происходило в прошлом с определенного момента.</em></p><p>Я знаю его со школы.&nbsp;</p>""","9"
"329","<ol><li><p>Mam na imię Snizhanna</p></li><li><p>Jestem Snizhanna</p></li></ol>","0","1670931341008","1","1670931341008","31","<p>Меня зовут Снежанна</p>","9"
"345","<p><strong>Wykonywać</strong> pracę codziennie</p><p>Глагол без признака завершённости</p>","0","1670931341008","1","1671284871412","34","<p><strong>Выполнять</strong> работу каждый день</p>","3"
"296","<p><strong>co kilka</strong> minut</p>","0","1670931341008","1","1671346932495","26","<p><strong>каждые несколько</strong> минут</p>","3"
"611","<p>oni mają mał<strong>e</strong> dzieck<strong>o</strong></p>","0","1674919161682","1","1674919161682","51","<p>oni mają (mała) (dziecko)</p>","3"
"75","<p>dziesięć</p>","0","1670931341008","1","1670931341008","18","<p>10</p>","3"
"578","<p>interesuję się dobr<strong>ym</strong> kin<strong>em</strong></p>","0","1674915580973","1","1674915580973","51","<p>interesuję się (dobra) (kino)</p>","3"
"743","<p><strong>nawierzchnia</strong></p>","1","1692269581051","2","1693663373899","68","<p><strong>Покрытие</strong> (поверхность)</p>","3"
"254","<p><u>roz</u>m<u>a</u>wiać</p>","0","1670931341008","0","1670931341008","19","<p>Говорить с кем-то (инфинитив)</p>","3"
"163","<p>dziewięć<strong>dziesiąt </strong>trzy</p>","0","1670931341008","1","1670931341008","18","<p>93</p>","3"
"89","<p>dwa<strong>dzieścia </strong>cztery</p>","0","1670931341008","1","1670931341008","18","<p>24</p>","3"
"518","<p><strong>after</strong></p><p>You should relax <strong>after</strong> massage.</p>","0","1674304045036","1","1674304045036","47","""<p><strong>после</strong></p><p><em>Когда что-то произошло после чего-то или сразу после того, как кто-то сделал что-то.</em></p><p>Ты должен расслабиться после массажа.</p>""","9"
"587","<p>interesuję się europejsk<strong>imi</strong> miast<strong>ami</strong></p>","0","1674916867956","2","1674936863328","51","<p>interesuję się (europejski) (miasto)</p>","3"
"32","<p>3</p>","0","1670931341008","1","1670931341008","16","<p>3</p>","4"
"131","<p>sześć<strong>dziesiąt </strong>cztery</p>","0","1670931341008","1","1670931341008","18","<p>64</p>","3"
"696","<p>jadę</p>","0","1684682423784","2","1684683581134","56","<p>Еду</p>","3"
"435","<p>Październik (10)</p>","0","1671537203498","2","1671538061860","42","<p>Октябрь (10)</p>","3"
"300","<p><strong>odpowiadać</strong> na pytanie</p>","0","1670931341008","2","1671471418752","26","<p><strong>Отвечать</strong> на вопрос (несовершенный)</p>","3"
"802","<p>zrezygnować z</p>","0","1692521121108","0","1693394830432","69","<p>Отказаться от (заказа/услуги)</p>","3"
"342","<p><strong>Prąd</strong> elektryczny</p>","0","1670931341008","0","1670967347116","34","<p><strong>Ток</strong> электрический (течение)</p>","3"
"238","<p>to żart</p>","0","1670931341008","0","1670931341008","19","<p>Это шутка</p>","3"
"341","<p>Sufit</p>","0","1670931341008","0","1670967332290","34","<p>Потолок</p>","3"
"794","<p>znak ostrzegawczy</p>","1","1692334405586","0","1693311021125","68","<p>Знак предупреждающий</p>","3"
"734","<p>Ubiór</p>","0","1691675301443","1","1691675301443","63","<p>Одежда</p>","3"
"185","<p>To jest moja <strong>grupa</strong></p>","0","1670931341008","0","1670931341008","19","<p>Это моя <strong>группа</strong></p>","3"
"294","<p><strong>On</strong> <strong>może</strong> to zrobić</p>","0","1670931341008","1","1670931341008","26","<p><strong>Он</strong> <strong>может</strong> это сделать</p>","3"
"264","<p>On <strong>jeszcze</strong> jest <strong>tutaj</strong></p>","0","1670931341008","0","1670931341008","21","<p>От <strong>еще</strong> <strong>тут</strong></p>","3"
"582","<p>oni są ambitn<strong>ymi</strong> student<strong>ami</strong></p>","0","1674916375272","1","1674916375272","51","<p>oni są (ambitny) (student)</p>","3"
"607","<p>widzę now<strong>e</strong> słońc<strong>e</strong></p>","0","1674918992359","1","1674918992359","51","<p>widzę (nowa) (słońce)</p>","3"
"387","<p>Zacząć</p>","0","1671002205693","0","1671285643768","38","<p>Начать (завершённый)</p>","3"
"220","<p><strong>Oni mówią</strong> po polsku</p>","0","1670931341008","1","1671283196931","19","<p><strong>Они говорят</strong> по-польски</p>","3"
"322","<p>Dzi<strong>ę</strong>ku<strong>ę</strong>!</p>","0","1670931341008","1","1670931341008","31","<p>Спасибо!</p>","9"
"496","<p>Witać</p><p>Witam<br>Witasz<br>Wita<br>Witamy<br>Witacie<br>Witają</p>","0","1672336103512","0","1672349384642","43","""<p>Приветствовать, здороваться</p>""","3"
"260","<p><strong>Przewodnik</strong> ma na imię Jacek</p>","0","1670931341008","2","1671284268619","21","<p><strong>Проводник</strong> имеет имя Яцек</p>","3"
"351","<p>Czerwony</p>","0","1670941896732","0","1670967512042","35","<p>Красный</p>","3"
"584","<p>oni są dobr<strong>ymi</strong> kot<strong>ami</strong></p>","0","1674916565437","1","1674916565437","51","<p>oni są (dobry) (kot)</p>","3"
"200","<p><strong>miła</strong></p>","0","1670931341008","1","1671282386197","19","""<p>Отлично, <strong>мило</strong></p>""","3"
"535","<p><strong>between</strong></p><p>There is a child <strong>between</strong> two adults.&nbsp;</p>","0","1674305276365","1","1674305276365","48","<p><strong>между</strong></p><p><em>Когда предмет или человек находится между какими-то объектами.</em></p><p>Малыш находится между двумя взрослыми.&nbsp;</p>","9"
"302","<p>Godzina</p>","0","1670931341008","1","1670931341008","26","<p>Час</p>","3"
"278","<p>zwykle</p>","0","1670931341008","1","1670931341008","26","<p>Обычно</p>","3"
"520","<p><strong>by</strong></p><p>I need this book <strong>by</strong> next Monday.</p>","0","1674304427353","1","1674304427353","47","""<p><strong>к, не позже чем в</strong></p><p><em>Когда что-то произойдет до или не позднее определенного момента.</em></p><p>Эта книга нужна мне к следующему понедельнику.</p>""","9"
"315","<p>Do <strong>zobaczenia</strong>!</p>","0","1670931341008","1","1670931341008","31","<p>До встречи! <em>(Скоро увидимся)</em></p>","9"
"113","<p>czter<strong>dzieści </strong>sześć</p>","0","1670931341008","1","1670931341008","18","<p>46</p>","3"
"676","<p>W zeszłym tygodniu</p>","0","1677493660700","2","1677582870958","52","<p>На прошлой неделе</p>","3"
"118","<p>pięć<strong>dziesiąt </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>51</p>","3"
"603","<p>lubię drog<strong>ą</strong> książk<strong>ę</strong></p>","0","1674918637012","1","1674918637012","51","<p>lubię (droga) (książka)</p>","3"
"559","<p><strong>in accordance with</strong></p><p><strong>In accordance with</strong> my life rules I never lie.</p>","0","1674306869491","2","1674320132298","50","""<p><strong>в соответствии с, согласно</strong></p><p><em>Когда что-то происходит согласно правилу или закону.</em></p><p>В соответствии с моими жизненными принципами я никогда не лгу.&nbsp;</p>""","9"
"692","<p>chodzi</p>","0","1684682312587","1","1684682312587","56","<p>Ходит</p>","3"
"347","<p>czynność</p><ol><li><p><strong>czynność</strong> codziennia</p></li><li><p>wykonywanie codziennych <strong>czynności</strong></p></li></ol>","0","1670931341008","0","1671285119726","34","<p>Активность / Функция</p><p>Ежедневная <strong>активность</strong></p>","3"
"542","<p><strong>through</strong></p><p>He will ride <strong>through</strong> the swamp.</p>","0","1674305727457","1","1674305727457","49","""<p><strong>сквозь, через</strong></p><p><em>Когда идет движение от одной стороны к другой.</em></p><p>Он проедет через болото.</p>""","9"
"198","<p>To jest moja <strong>dziewczyna</strong></p>","0","1670931341008","1","1671279915220","19","<p>Это моя <strong>девушка</strong></p>","3"
"674","<p>Dziewięć miesięcy temu</p>","0","1677493535015","2","1677582958817","52","<p>Девять месяцев назад</p>","3"
"619","<p>idziemy do now<strong>ego</strong> klub<strong>u</strong></p>","0","1674920954169","1","1674920954169","51","<p>idziemy do (nowy) (klub)</p>","3"
"153","<p>osiem<strong>dziesiąt </strong>trzy</p>","0","1670931341008","1","1670931341008","18","<p>83</p>","3"
"135","<p>sześć<strong>dziesiąt </strong>osiem</p>","0","1670931341008","1","1670931341008","18","<p>68</p>","3"
"845","<p>Dopełniacz</p>","0","1693204473435","0","1693481190385","67","<p>Родительный падеж</p>","3"
"164","<p>dziewięć<strong>dziesiąt </strong>dwa</p>","0","1670931341008","1","1670931341008","18","<p>92</p>","3"
"430","<p>Maj</p>","0","1671537000133","2","1671538235923","42","<p>Мая (05)</p>","3"
"848","<p>narzędnik</p>","0","1693204551859","0","1693216608423","67","<p>Творительный падеж</p>","3"
"833","<p>rodzaj żeński</p>","0","1693204231651","0","1693216521937","67","<p>Женский род</p>","3"
"609","<p>lubię stare kino</p>","0","1674919075699","1","1674919075699","51","<p>lubię (stara) (kino)</p>","3"
"327","<p>Jak się <strong>pan/pani</strong> nazywa?</p>","0","1670931341008","1","1670931341008","31","<p>Как <strong>вас</strong> зовут?</p>","9"
"463","<p>Nazywać się</p><p>Nazywam się<br>Nazywasz się<br>Nazywa się<br>Nazywamy się<br>Nazywacie się<br>Nazywają</p>","0","1672309308506","1","1672309308506","43","""<p>Называть, зваться</p>""","3"
"478","<p>Pracować</p><p>Pracuję<br>Pracujesz<br>Pracuje<br>Pracujemy<br>Pracujecie<br>Pracują</p>","0","1672333453529","0","1672392936587","43","<p>Работать (на работе)</p>","3"
"56","<p>dwa<strong>dzieści</strong><u><strong>a</strong></u></p>","0","1670931341008","1","1670931341008","17","<p>20</p>","3"
"152","<p>osiem<strong>dziesiąt </strong>cztery</p>","0","1670931341008","1","1670931341008","18","<p>84</p>","3"
"712","<p>W zeszłym tygodniu</p>","0","1686070568612","2","1686230766394","58","<p>На прошлой неделе</p>","3"
"499","<p>Zost<strong>ać</strong></p><p>Zosta<u><strong>n</strong></u><strong>ę</strong><br>Zosta<u><strong>nie</strong></u><strong>sz</strong><br>Zosta<u><strong>nie</strong></u><strong><br></strong>Zosta<u><strong>nie</strong></u><strong>my<br></strong>Zosta<u><strong>nie</strong></u><strong>cie<br></strong>Zosta<u><strong>n</strong></u><strong>ą</strong></p>","1","1672336707343","2","1672348971778","43","""<p>Стать (кем-то), остаться (завершенный)</p>""","3"
"283","<p><strong>Już prawie</strong> piąta godzina</p>","0","1670931341008","1","1671299375775","26","<p><strong>Уже почти</strong> пятый час</p>","3"
"162","<p>dziewięć<strong>dziesiąt </strong>cztery</p>","0","1670931341008","1","1670931341008","18","<p>94</p>","3"
"419","<p>Brązowy</p>","0","1671285566677","1","1671285566677","41","<p>Коричневый</p>","9"
"384","<p>Sześć</p>","0","1670957661183","1","1670957661183","30","<p>6</p>","9"
"266","<p><strong>normalna papierowa</strong> mapa</p>","0","1670931341008","1","1671283861770","21","<p><strong>Обычная</strong> <strong>бумажная</strong> карта</p>","3"
"259","<p>Wy<strong>ciecz</strong>ka</p>","0","1670931341008","1","1671283887493","21","<p>Путешествие / Поездка</p>","3"
"462","<p>Napisać</p><p>Napiszę<br>Napiszesz<br>Napisze<br>Napiszemy<br>Napiszecie<br>Napiszą</p>","0","1672309207358","0","1672396101312","43","<p>Написать</p>","3"
"104","<p>trzy<strong>dzieści </strong>siedem</p>","0","1670931341008","1","1670931341008","18","<p>37</p>","3"
"139","<p>siedem<strong>dziesiąt </strong>dwa</p>","0","1670931341008","1","1670931341008","18","<p>72</p>","3"
"803","<p>czy wystarczy</p>","0","1692522773240","0","1693376158944","69","<p>Достаточно ли</p>","3"
"664","<p>Jeden rok temu</p>","0","1677493282421","1","1677493282421","52","<p>Один год назад</p>","3"
"718","<p>Opisywać zdjęcie</p>","0","1686074071967","2","1686664596268","58","<p>Описывать картинку</p>","3"
"224","<p>On jest <strong>pracowit</strong><u><strong>y</strong></u></p>","0","1670931341008","0","1670931341008","19","<p>Он <strong>работящий</strong></p>","3"
"17175737439681","<p>My dad <strong>carves</strong> the turkey.<br>UK /kɑːv/&nbsp;US /kɑrv/</p>","0","1717573743968","0","1717663648780","17175732474688","<p>Мой отец <strong>разделывает</strong> (разрезает/вырезает) индюшку.</p>","3"
"44","<p>osiem</p>","0","1670931341008","1","1670931341008","17","<p>8</p>","3"
"485","<p>Słuchać</p><p>Słucham<br>Słuchasz<br>Słucha<br>Słuchamy<br>Słuchacie<br>Słuchają</p>","0","1672334741801","0","1672350650612","43","<p>Слушать (музыку)</p>","3"
"39","<p>trzy</p>","0","1670931341008","1","1670931341008","17","<p>3</p>","3"
"639","""<p>Tutaj jest dużo now<strong>ych</strong> kawiarn<strong>i</strong></p><p>(ś, ź, ć, dź, ń, l, j)</p>""","0","1674923094662","1","1674923094662","51","<p>Tutaj jest dużo (nowa) (kawiarnia)</p>","3"
"415","<p>Niebieski</p>","0","1671285388929","1","1671285388929","41","<p>Голубой</p>","9"
"10","ę: ja mówię","0","1670931341008","1","1670931341008","13","ja (mówić)","3"
"483","<p>Robić</p><p>Robię<br>Robisz<br>Robi<br>Robimy<br>Robicie<br>Robią</p>","0","1672334542023","0","1672392087932","43","<p>Делать (что-либо)</p>","3"
"211","<p>nie <strong>pamiętam</strong></p>","0","1670931341008","1","1671282257220","19","<p>Не <strong>помню</strong></p>","3"
"406","<p>Wtorek</p>","0","1671191030394","1","1671287887116","39","<p>Вторник</p>","3"
"82","<p>siedem<strong>naście</strong></p>","0","1670931341008","1","1670931341008","18","<p>17</p>","3"
"722","<p>Korzystać z usług</p>","0","1686075993433","1","1686075993433","58","<p>Пользоваться услугами</p>","3"
"205","<p>Ja <strong>mówi</strong><u><strong>ę</strong></u><strong> </strong>po polsku</p>","0","1670931341008","0","1670931341008","19","<p>Я <strong>говорю </strong>по польски </p>","3"
"270","<p>On <strong>przedstawia się</strong> mnie</p>","0","1670931341008","1","1670931341008","21","<p>Он <strong>представился</strong> мне</p>","3"
"31","<p>2</p>","0","1670931341008","1","1670931341008","16","<p>2</p>","4"
"160","<p>dziewięć<strong>dziesiąt </strong>sześć</p>","0","1670931341008","1","1670931341008","18","<p>96</p>","3"
"206","<p><strong>mówi</strong><u><strong>my</strong></u> po polsku</p>","0","1670931341008","2","1671282232586","19","<p>Мы говорим по польски</p>","3"
"428","<p>Marzec</p>","0","1671536939216","1","1671536939216","42","<p>Март (03)</p>","3"
"805","<p>przeciwek</p>","0","1692535281479","1","1693500523774","70","<p>напротив (даижения)</p>","3"
"675","<p>Dziesięć miesięcy temu</p>","0","1677493582023","2","1677582925118","52","<p>Десять месяцев назад</p>","3"
"191","<p>Kończyć</p>","0","1670931341008","2","1671282037035","19","<p>Завершить (инфинитив)</p>","3"
"425","<p>Miesiąc</p>","0","1671536878087","1","1671536878087","42","<p>Месяц</p>","3"
"727","<p>taste</p>","0","1686728602486","1","1686728602486","61","<p>provar</p>","11"
"58","<p>czter<strong>dzieści</strong></p>","0","1670931341008","1","1670931341008","17","<p>40</p>","3"
"398","<p>Siedzieć</p>","0","1671005520283","1","1671285417681","38","<p>Сидеть </p>","3"
"720","<p>Bardzo dużo ludzi</p>","0","1686074157336","1","1686074157336","58","<p>Очень много людей</p>","3"
"868","<p>podziękowanie</p>","0","1695559790311","1","1695559790311","73","<p>Благодарность</p>","3"
"566","<p>to jest star<strong>e</strong> słońc<strong>e</strong></p>","0","1674914208390","1","1674914208390","51","<p>to jest (stary) (słońce)</p>","3"
"541","<p><strong>into</strong></p><p>She came <strong>into</strong> the castle.</p>","0","1674305677937","1","1674305677937","49","""<p><strong>в</strong></p><p><em>Когда кто-то или что-то хочет попасть внутрь, зайти куда-то.</em></p><p>Она вошла в замок.</p>""","9"
"736","<p>Paznokcie</p>","0","1691675480564","1","1691675480564","63","<p>Ногти</p>","3"
"516","<p>Snake</p>","0","1672692692223","1","1672692692223","45","<p>Змея</p>","9"
"832","<p>rodzaj męski</p>","0","1693204208237","0","1693215467071","67","<p>Мужской род</p>","3"
"710","<p>Wynająłem</p>","0","1686069879781","2","1686231692905","58","<p>Арендовал</p>","3"
"232","<p>chłopak jest <strong>sympatyczny</strong></p>","0","1670931341008","0","1670931341008","19","<p>Милый парень (не о внешности)</p>","3"
"534","<p><strong>below</strong></p><p>There is a river <strong>below</strong> the bridge.&nbsp;</p>","0","1674305223391","1","1674305223391","48","""<p><strong>под, ниже</strong></p><p><em>Когда что-то находится на уровне ниже.</em></p><p>Под мостом находится река.</p>""","9"
"65","<p>zero</p>","0","1670931341008","0","1670931341008","18","<p>0</p>","3"
"420","<p>Żółty</p>","0","1671285595928","1","1671285595928","41","<p>Жёлтый</p>","9"
"601","<p>lubię now<strong>ą</strong> literatur<strong>ę</strong></p>","0","1674918394103","2","1674936954979","51","<p>lubię (nowy<strong>)</strong> (literatura<strong>)</strong></p>","3"
"671","<p>Osiem lat temu</p>","0","1677493389739","1","1677493389739","52","<p>Восемь лет назад</p>","3"
"504","<p>Are you warm?</p>","0","1672433832117","1","1672433832117","45","<p>Тебе тепло? <em>(Ты согрейся?)</em></p>","9"
"726","<p>answer</p>","0","1686728555436","1","1686728555436","61","<p>responder</p>","11"
"648","<p>Osiem dni temu</p>","0","1677492699982","1","1677492699982","52","<p>Восемь дней назад</p>","3"
"253","""<p>Wiem, że ona jest <strong>ambitna</strong></p>""","0","1670931341008","0","1670931341008","19","""<p>Знаю, что она <strong>амбициозна</strong></p>""","3"
"132","<p>sześć<strong>dziesiąt </strong>pięć</p>","0","1670931341008","1","1670931341008","18","<p>65</p>","3"
"166","<p>dziewięć<strong>dziesiąt</strong></p>","0","1670931341008","1","1670931341008","18","<p>90</p>","3"
"694","<p>chodzicie</p>","0","1684682342993","1","1684682342993","56","<p>Ходите</p>","3"
"298","<p>popatrzył na zegarek</p>","0","1670931341008","1","1670931341008","26","<p>Посмотрел на часы</p>","3"
